"","pvalue","adj_pvalue","weight","weighted_pvalue","group","covariate","fold","log2FoldChange"
"Cep135",0.797835235438901,0.882832876397897,1.05749406264185,0.754458359270344,"6",1039.99919568179,"3",0.0295236578103562
"Cnpy4",0.79788140253125,0.882832876397897,1.05749406264185,0.754502016340374,"5",710.4764749881,"3",-0.0394745460628928
"Gclc",0.797802465355342,0.911661829470824,1.00631389496545,0.792796829445282,"8",3510.70530553351,"3",-0.0314830171835635
"Gm10136",0.797786467227765,1,0.456046177201296,1,"1",15.2434453320766,"5",0.0472227320277771
"Mbd4",0.797444848988033,0.847325044493788,1.13554144414917,0.702259572380061,"5",435.057970661922,"5",0.036353306774499
"Napa",0.797710029420219,0.895252620842405,1.03479766953837,0.770885026998646,"9",7046.6740222908,"1",0.0255855961704802
"Srp72",0.797720312218174,0.881102107517014,1.06095075238908,0.75189193317583,"8",3258.12827368231,"5",0.0237661827630204
"Tbl3",0.79715768379375,0.739118815416066,1.42036273483403,0.561235284652055,"7",1919.90243241243,"1",0.0282039490608869
"Tmem241",0.797031965399815,1,0.7704772307147,1,"5",589.704253153853,"1",-0.0308192290694116
"Xbp1",0.797514717257502,0.915741198062674,1,0.797514717257502,"9",6396.17260834363,"4",-0.038032295795306
"Zfp691",0.797804899429205,1,0.632308344520129,1,"1",15.195016841139,"2",-0.0472118878039901
"Gpr137b",0.797995846114047,1,0.552493977742658,1,"2",46.9952727005777,"5",-0.0463455107038392
"Otub1",0.798210708141677,0.911965326230405,1.00631389496545,0.79320251080214,"8",2182.65648379169,"3",0.0283566652670326
"Klc3",0.798336067218705,0.9163851728748,1,0.798336067218705,"4",202.76609134954,"4",0.0463812700057566
"Cul5",0.798518899546842,0.847988331241673,1.13554144414917,0.703205421221019,"7",1492.46650885923,"5",-0.031911509526109
"Tigd3",0.798606810864843,0.916552123405198,1,0.798606810864843,"1",13.531102712611,"4",0.0470217961159759
"Riox1",0.798729720594313,0.882850458604785,1.05749406264185,0.755304212866134,"7",1343.49418724558,"3",0.0309393696067569
"Psma2",0.798879632766695,0.895942654371998,1.03479766953837,0.772015299496262,"9",5330.52086886529,"1",-0.0298391083367056
"Pdap1",0.798955804198003,0.916878824497136,1,0.798955804198003,"6",864.244673001761,"4",0.0353548564023589
"Mcm2",0.799105857444835,0.903549830959932,1.02168837995027,0.782142454711808,"8",3913.76688250143,"2",0.0364751939642726
"Eif3g",0.799276867562698,0.876567220088991,1.07326726614623,0.744713728606161,"9",6449.20634824874,"2",0.0200108489179103
"Gm2011",0.799398978493679,1,0.552493977742658,1,"2",28.6104111175057,"5",-0.0453241795954142
"Kdm4a",0.799466913483882,0.84825277160673,1.13554144414917,0.704040277528488,"6",1242.78046905641,"5",0.0359408532323314
"Lrrc25",0.799460649220634,0.917088954659729,1,0.799460649220634,"1",11.1854029163852,"4",0.0445524504135909
"Cdo1",0.79987337205634,0.917180971361453,1,0.79987337205634,"2",27.3559868830042,"4",-0.0449127506823731
"Mib1",0.799792042544766,0.9040325885551,1.02168837995027,0.782814073488527,"6",900.693030124813,"2",-0.0335807964429341
"Pik3r3",0.799737370507906,0.775918494991772,1.32099846479545,0.605403709255439,"3",63.2801943580897,"5",0.0467406819378396
